gps_time,date,time,latitude,longitude,altitude,qx,qy,qz,qw,image
1422874461,2025-02-06,10:54:03,4.765445531513689,-73.98776963482354,2647.7715073414147,-0.4727389885000277,-0.4921460791669426,-0.4692383191579917,0.560469075059325,1738857243133.jpg
1422874462,2025-02-06,10:54:04,4.7654793384055285,-73.98774011780824,2647.611193617806,-0.4735983114711315,-0.4847804925656603,-0.4838630678485449,0.5536868381570869,1738857244137.jpg
1422874464,2025-02-06,10:54:06,4.7655421982870525,-73.98768214961368,2646.784165652469,-0.4769171040171778,-0.4721049022351473,-0.4988334505970111,0.54848175476555,1738857246176.jpg
1422874465,2025-02-06,10:54:07,4.765576392951474,-73.98764845863484,2646.4436165522784,-0.4750619084846495,-0.4714077132525556,-0.5151950016558658,0.5354111203525985,1738857247186.jpg
1422874466,2025-02-06,10:54:08,4.765608075027857,-73.98761660033888,2645.5683048907667,-0.4769703940726343,-0.462855541604219,-0.5190288184345533,0.5374692549812846,1738857248202.jpg
1422874467,2025-02-06,10:54:09,4.765638963299631,-73.98758487414301,2645.028482456692,-0.4809783924767351,-0.4532847119603316,-0.5214830180548437,0.5396742334728872,1738857249221.jpg
1422874468,2025-02-06,10:54:10,4.765665145783406,-73.9875568296206,2644.7649809373543,-0.4829224321597802,-0.4486165849112796,-0.5303217808863172,0.5331864949692876,1738857250225.jpg
1422874469,2025-02-06,10:54:11,4.765690888795183,-73.98752537670859,2644.4369431268424,-0.4858628309804665,-0.4397208308951555,-0.5445437042061629,0.5235026783719154,1738857251255.jpg
1422874470,2025-02-06,10:54:12,4.765715625121148,-73.98749276694396,2644.2462650025263,-0.4959481899221484,-0.4240093355089251,-0.55924536672917,0.5113668264094228,1738857252272.jpg
1422874471,2025-02-06,10:54:13,4.765736131613626,-73.9874589276852,2644.0009809471667,-0.50400484286506,-0.4031181424762849,-0.5760896305060063,0.5015931592403987,1738857253288.jpg
